0,-30,0,58,1,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,0,58,1,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,0,59,0,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,0,59,0,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,0,59,0,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,0,59,0,-1,0,-27,0,-28,0,0,1,2,0
0,-30,0,59,0,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,0,58,0,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,-1,58,0,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,0,58,0,-1,0,-27,0,-28,0,0,1,2,0
0,-30,0,57,0,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,1,58,0,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,1,58,0,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,-1,58,-1,-1,-1,-27,0,-28,0,0,1,2,0
0,-30,-1,58,-1,0,-1,-27,0,-28,0,0,1,2,0
0,-29,-1,58,-1,0,0,-26,0,-28,0,0,1,2,0
0,-29,0,59,-1,-1,0,-26,0,-28,0,0,1,2,0
0,-30,1,59,-1,-1,0,-27,0,-28,0,0,1,2,0
0,-29,2,59,-1,-1,-1,-26,0,-28,-1,0,0,2,0
0,-30,1,58,-1,-1,-1,-27,0,-28,0,0,0,2,0
0,-31,0,58,-2,-1,-1,-28,0,-28,0,0,0,2,0
0,-31,-1,58,-2,-1,0,-28,0,-28,0,0,1,2,0
0,-31,-1,58,-1,-1,0,-28,0,-28,0,0,1,2,0
0,-31,0,58,-2,0,0,-28,0,-28,0,0,1,2,0
0,-30,1,58,-2,-1,0,-27,0,-28,0,0,0,2,0
0,-30,1,58,-2,-1,-1,-27,0,-28,0,0,0,2,0
0,-30,1,58,-2,-1,-1,-27,0,-28,0,0,0,2,0
0,-30,0,58,-2,-1,-1,-27,0,-28,0,0,0,2,0
0,-30,-1,58,-2,-1,-1,-27,0,-28,0,0,1,2,0
0,-31,-1,58,-2,-1,0,-28,0,-28,0,0,1,2,0
0,-31,0,58,-2,-1,0,-28,0,-28,0,0,1,2,0
0,-31,1,58,-2,-1,0,-28,0,-28,0,0,1,2,0
0,-32,0,58,-2,-1,0,-29,-1,-28,0,0,1,2,0
0,-32,0,58,-2,-1,0,-29,-1,-28,0,0,1,2,0
0,-32,0,58,-2,-1,0,-29,-1,-28,0,0,1,2,0
0,-32,0,58,-2,-1,-1,-29,-1,-29,0,0,1,2,0
0,-32,0,58,-2,-1,-1,-29,-1,-29,0,1,1,2,0
0,-32,0,58,-2,-1,-1,-29,-1,-29,0,1,1,2,0
0,-31,0,58,-2,-1,0,-28,-1,-29,0,1,1,2,0
0,-31,0,58,-1,-1,0,-28,-1,-29,0,1,1,2,0
0,-31,0,58,-2,-1,0,-28,-1,-29,0,1,1,2,0
0,-31,0,57,-2,-1,-1,-28,-1,-29,0,1,1,2,0
0,-31,0,57,-2,-1,0,-28,-1,-29,0,1,1,2,0
0,-32,0,58,-1,-1,0,-29,-1,-29,0,1,1,2,0
0,-32,1,57,-1,-1,-1,-29,-1,-29,-1,1,0,2,0
0,-32,-1,57,-2,-1,0,-29,-1,-29,1,1,1,2,0
0,-33,1,58,-1,-1,0,-29,-1,-29,0,1,1,2,0
0,-33,-1,56,-1,0,-1,-30,-1,-29,1,1,1,2,0
0,-32,-1,58,-1,-1,-1,-29,-1,-29,0,1,1,2,0
0,-33,2,58,-1,-1,0,-29,-1,-29,-1,1,0,2,0
0,-32,-1,57,-1,0,-1,-29,-1,-29,1,1,0,2,0
0,-32,1,58,-1,-1,-1,-29,-2,-29,0,1,0,2,0
0,-30,1,59,-1,-1,-1,-27,-2,-29,0,1,0,2,0
0,-31,-2,57,-1,-1,-1,-28,-2,-29,2,1,1,2,0
0,-32,0,57,-1,-1,-1,-29,-2,-29,0,1,1,2,0
0,-32,1,58,-1,-1,0,-29,-2,-29,0,1,1,2,0
0,-32,-2,57,-1,-1,0,-29,-2,-29,2,1,1,2,0
0,-32,-1,57,-1,-1,0,-29,-2,-29,1,1,1,2,0
0,-32,0,58,-1,-1,0,-29,-2,-29,0,1,1,2,0
0,-32,0,55,-1,-1,-1,-30,-2,-29,0,1,1,2,0
0,-33,0,58,-1,-1,-1,-29,-2,-29,0,1,1,2,0
0,-32,0,58,-1,-1,-1,-29,-2,-29,0,1,1,2,0
0,-33,-1,60,-1,-1,-1,-29,-2,-29,0,1,1,2,0
0,-31,-1,56,-1,-1,0,-29,-2,-29,1,1,1,2,0
0,-31,0,58,-1,0,0,-28,-2,-29,0,1,1,2,0
0,-34,3,58,-1,-1,-1,-30,-2,-29,-2,1,1,2,0
0,-32,2,59,-1,-1,-1,-28,-2,-29,-1,1,0,2,0
0,-29,0,56,-1,-1,-1,-27,-2,-29,0,1,1,2,0
0,-32,-2,57,-1,-1,-1,-29,-2,-29,2,1,1,2,0
0,-33,-1,58,-1,-1,0,-29,-2,-29,0,1,1,2,0
0,-32,-1,58,-1,0,0,-29,-2,-29,0,1,1,2,0
0,-31,2,59,0,-1,0,-27,-2,-29,-1,1,1,2,0
0,-32,2,55,0,-1,-1,-30,-2,-29,-2,1,0,2,0
0,-33,2,55,-1,-1,-1,-31,-2,-29,-2,2,0,2,0
0,-33,-1,60,-1,-1,-1,-29,-2,-29,0,2,0,2,0
0,-33,-2,58,0,0,0,-29,-2,-29,1,2,0,2,0
0,-32,-2,55,0,0,0,-30,-2,-29,2,2,1,2,0
0,-33,0,60,0,-1,0,-29,-2,-29,0,2,1,2,0
0,-34,3,57,0,-1,-1,-31,-2,-29,-3,2,0,2,0
0,-31,3,58,0,-1,-1,-28,-2,-29,-2,2,0,2,0
0,-31,1,58,0,-1,-1,-28,-2,-29,0,2,0,2,0
0,-32,-2,57,0,-1,-1,-29,-2,-29,2,2,0,2,0
0,-31,-2,55,0,0,-1,-29,-2,-29,2,2,0,2,0
0,-34,0,57,0,-1,0,-31,-2,-29,0,2,0,2,0
0,-32,0,56,0,-1,0,-29,-2,-29,0,2,0,2,0
0,-33,2,56,0,-1,-1,-30,-2,-29,-2,2,0,2,0
0,-34,4,57,1,-1,-1,-31,-2,-29,-4,2,0,2,0
0,-33,-1,56,0,-1,0,-30,-2,-29,1,2,0,2,0
