0,40,-2,51,0,0,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,-1,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,-1,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,0,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,0,38,0,37,2,0,3,1
0,40,-2,52,0,-1,-1,37,0,37,2,0,3,1
0,40,-3,51,-1,-1,-1,38,0,37,3,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,0,38,0,37,2,0,3,1
0,40,-2,51,0,-1,0,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,-1,-1,-1,38,0,37,2,0,3,1
0,40,-2,52,-1,-1,-1,37,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,0,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,-1,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,-1,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,-1,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,0,38,0,37,2,0,3,1
0,40,-2,51,-1,-1,-1,38,0,37,2,0,3,1
0,40,-2,52,0,-1,-1,37,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,0,38,0,37,2,0,3,1
0,40,-2,51,-1,-1,-1,38,0,37,2,0,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,0,3,1
0,40,-2,52,-1,-1,-1,37,0,37,2,1,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,1,3,1
0,40,-2,52,0,-1,0,37,0,37,2,1,3,1
0,40,-2,51,-1,-1,0,38,0,37,2,1,3,1
0,40,-2,51,0,-1,0,38,0,37,2,1,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,1,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,1,3,1
0,40,-3,52,0,-1,-1,37,0,37,3,1,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,1,3,1
0,39,-2,51,-1,0,-1,37,0,37,2,1,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,1,3,1
0,40,-2,52,0,-1,0,37,0,37,2,1,3,1
0,40,-3,51,0,0,-1,38,0,37,3,1,3,1
0,40,-1,52,0,-1,-1,37,0,37,1,1,3,1
0,40,-2,51,0,-1,-1,38,0,37,2,1,3,1
0,40,-4,50,0,-1,-1,38,0,37,4,1,3,1
0,39,0,52,-1,-1,0,37,0,37,0,1,3,1
0,40,-4,50,0,-1,-1,38,0,37,4,1,3,1
0,41,-1,51,0,-1,0,39,0,37,1,1,3,1
0,40,-1,50,0,-1,-1,38,0,37,1,1,3,1
0,39,-5,52,0,-1,-1,37,0,37,5,1,3,1
0,40,0,51,0,-1,-1,38,0,37,0,1,3,1
0,39,-3,51,0,-1,-1,37,0,37,3,1,3,1
